BIN,Brand,Type,Category,Issuer,IssuerPhone,IssuerUrl,isoCode2,isoCode3,CountryName
401696,VISA,CREDIT,CLASSIC,CITIBANK,+548104442484,https://www.citi.com.cn,AR,ARG,ARGENTINA
401722,VISA,CREDIT,CORPORATE T&E,"BANCO MACRO, S.A.",+548105552355,http://www.macro.com.ar,AR,ARG,ARGENTINA
402164,VISA,DEBIT,CLASSIC,,,,AR,ARG,ARGENTINA
402331,VISA,DEBIT,PREPAID CLASSIC,"GLOBAL PROCESSING, S.A.",,,AR,ARG,ARGENTINA
402696,VISA,DEBIT,,"BANCO DE GALICIA Y BUENOS AIRES, S.A.",+541163290000,http://www.bancogalicia.com,AR,ARG,ARGENTINA
402785,VISA,CREDIT,CLASSIC,"BANCO COMAFI, S.A.",,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
402786,VISA,CREDIT,GOLD,"BANCO COMAFI, S.A.",,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
402787,VISA,CREDIT,BUSINESS,"BANCO COMAFI, S.A.",,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
402788,VISA,CREDIT,CLASSIC,"BANCO COMAFI, S.A.",,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
402789,VISA,DEBIT,CLASSIC,"BANCO COMAFI, S.A.",,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
402914,VISA,DEBIT,CLASSIC,"COMPA IA FINANCIERA ARGENTINA, S.A.",,,AR,ARG,ARGENTINA
402917,VISA,CREDIT,CLASSIC,"TARJETA NARANJA, S.A.",,,AR,ARG,ARGENTINA
402918,VISA,CREDIT,CLASSIC,"TARJETA NARANJA, S.A.",,,AR,ARG,ARGENTINA
403338,VISA,CREDIT,CORPORATE T&E,CITIBANK,+548104442484,https://www.citi.com.cn,AR,ARG,ARGENTINA
403682,VISA,DEBIT,CLASSIC,"VISA ARGENTINA, S.A.",81022228682,http://www.visa.com.ar,AR,ARG,ARGENTINA
403692,VISA,CREDIT,CORPORATE T&E,"BANCO DEL CHUBUT, S.A.",,,AR,ARG,ARGENTINA
403779,VISA,CREDIT,,"VISA ARGENTINA, S.A.",81022228682,http://www.visa.com.ar,AR,ARG,ARGENTINA
404022,VISA,DEBIT,PREPAID CLASSIC,"BANCO BBVA ARGENTINA, S.A.",,,AR,ARG,ARGENTINA
404031,VISA,DEBIT,PREPAID CLASSIC,"GLOBAL PROCESSING, S.A.",,,AR,ARG,ARGENTINA
404205,VISA,CREDIT,CLASSIC,"BANCO DE GALICIA Y BUENOS AIRES, S.A.",+541163290000,http://www.bancogalicia.com,AR,ARG,ARGENTINA
404210,VISA,CREDIT,CLASSIC,"NUEVO BANCO DE LA RIOJA, S.A.",,,AR,ARG,ARGENTINA
404211,VISA,CREDIT,BUSINESS,"NUEVO BANCO DE LA RIOJA, S.A.",,,AR,ARG,ARGENTINA
404212,VISA,CREDIT,GOLD,"NUEVO BANCO DE LA RIOJA, S.A.",,,AR,ARG,ARGENTINA
404213,VISA,CREDIT,CLASSIC,"NUEVO BANCO DE LA RIOJA, S.A.",,,AR,ARG,ARGENTINA
404252,VISA,CREDIT,BUSINESS,BANCO DE LA PAMPA,+548102222257,http://www.blp.com.ar,AR,ARG,ARGENTINA
404370,VISA,CREDIT,CORPORATE T&E,"BANCO COMAFI, S.A.",,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
404471,VISA,CREDIT,CLASSIC,"TARJETA NARANJA, S.A.",,,AR,ARG,ARGENTINA
404479,VISA,DEBIT,CLASSIC,"BANCO GGAL, S.A.",,,AR,ARG,ARGENTINA
404481,VISA,DEBIT,CLASSIC,BANCO DE LA CIUDAD DE BUENOS AIRES,+548002220400,http://www.bancociudad.com.ar,AR,ARG,ARGENTINA
404510,VISA,CREDIT,CORPORATE T&E,BANCO DE LA CIUDAD DE BUENOS AIRES,+548002220400,http://www.bancociudad.com.ar,AR,ARG,ARGENTINA
404625,VISA,DEBIT,CLASSIC,"BANCO MACRO, S.A.",,http://www.macro.com.ar,AR,ARG,ARGENTINA
404854,VISA,DEBIT,CLASSIC,BANCO DE LA PROVINCIA DE BUENOS AIRES,+541143470000,http://www.bapro.com.ar,AR,ARG,ARGENTINA
405071,VISA,CREDIT,PLATINUM,"BANCO SANTANDER RIO, S.A.",,http://www.santanderrio.com.ar,AR,ARG,ARGENTINA
405511,VISA,DEBIT,PREPAID CLASSIC,POMELO FINTECH SERVICES SAS,,,AR,ARG,ARGENTINA
405515,VISA,DEBIT,CLASSIC,"BANCO ITAU ARGENTINA, S.A.",+548103454999,http://www.itau.com.ar,AR,ARG,ARGENTINA
405516,VISA,DEBIT,CLASSIC,"BANCO ITAU ARGENTINA, S.A.",+548103454999,http://www.itau.com.ar,AR,ARG,ARGENTINA
405517,VISA,DEBIT,CLASSIC,"BANCO ITAU ARGENTINA, S.A.",+548103454999,http://www.itau.com.ar,AR,ARG,ARGENTINA
405530,VISA,CREDIT,CLASSIC,"BANCO SANTANDER RIO, S.A.",,http://www.santanderrio.com.ar,AR,ARG,ARGENTINA
405531,VISA,DEBIT,CLASSIC,"BANCO SANTANDER RIO, S.A.",,http://www.santanderrio.com.ar,AR,ARG,ARGENTINA
405643,VISA,CREDIT,CLASSIC,"BANCO COLUMBIA, S.A.",,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
405644,VISA,CREDIT,CLASSIC,"BANCO COLUMBIA, S.A.",,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
405645,VISA,CREDIT,GOLD,"BANCO COLUMBIA, S.A.",,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
405646,VISA,CREDIT,BUSINESS,"BANCO COLUMBIA, S.A.",+548002220224,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
405755,VISA,DEBIT,ELECTRON,BANCO DE LA PROVINCIA DE BUENOS AIRES,+541143470000,http://www.bapro.com.ar,AR,ARG,ARGENTINA
405846,VISA,CREDIT,PLATINUM,"BANCO GGAL, S.A.",,,AR,ARG,ARGENTINA
405847,VISA,CREDIT,SIGNATURE,"BANCO GGAL, S.A.",,,AR,ARG,ARGENTINA
405896,VISA,DEBIT,CLASSIC,"NUEVO BANCO DE ENTRE RIOS, S.A.",,http://www.nuevobersa.com.ar,AR,ARG,ARGENTINA
405897,VISA,DEBIT,CLASSIC,"NUEVO BANCO DE ENTRE RIOS, S.A.",,http://www.nuevobersa.com.ar,AR,ARG,ARGENTINA
406165,VISA,DEBIT,PREPAID BUSINESS,POMELO FINTECH SERVICES SAS,,,AR,ARG,ARGENTINA
406172,VISA,CREDIT,PURCHASING,"BANCO COMAFI, S.A.",+548002220224,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
406190,VISA,DEBIT,PREPAID,"VISA ARGENTINA, S.A.",81022228682,http://www.visa.com.ar,AR,ARG,ARGENTINA
406196,VISA,DEBIT,PREPAID CLASSIC,POMELO FINTECH SERVICES SAS,,,AR,ARG,ARGENTINA
406290,VISA,DEBIT,CLASSIC,"NUEVO BANCO DE SANTA FE, S.A.",,http://www.bancobsf.com.ar,AR,ARG,ARGENTINA
406291,VISA,DEBIT,CLASSIC,"NUEVO BANCO DE SANTA FE, S.A.",,http://www.bancobsf.com.ar,AR,ARG,ARGENTINA
406343,VISA,CREDIT,CLASSIC,BANCO DE LA PROVINCIA DE BUENOS AIRES,+541143470000,http://www.bapro.com.ar,AR,ARG,ARGENTINA
406344,VISA,CREDIT,CLASSIC,BANCO DE LA PROVINCIA DE BUENOS AIRES,+541143470000,http://www.bapro.com.ar,AR,ARG,ARGENTINA
406345,VISA,CREDIT,CLASSIC,BANCO DE LA PROVINCIA DE BUENOS AIRES,+541143470000,http://www.bapro.com.ar,AR,ARG,ARGENTINA
406346,VISA,CREDIT,CLASSIC,BANCO DE LA PROVINCIA DE BUENOS AIRES,+541143470000,http://www.bapro.com.ar,AR,ARG,ARGENTINA
406443,VISA,CREDIT,CLASSIC,BANCO MUNICIPAL DE ROSARIO,+543414256162 / +543414205600,http://www.bmros.com.ar,AR,ARG,ARGENTINA
406650,VISA,CREDIT,BUSINESS,"BANCO SUDAMERIS ARGENTINA, S.A.",,,AR,ARG,ARGENTINA
406651,VISA,DEBIT,CLASSIC,"BANCO DE CORRIENTES, S.A.",54-3783-479300,http://www.bancodecorrientes.com.ar,AR,ARG,ARGENTINA
406652,VISA,DEBIT,ELECTRON,"BANCO PATAGONIA, S.A.",+548109996655 / +548108888500,http://www.bancopatagonia.com,AR,ARG,ARGENTINA
406653,VISA,CREDIT,CLASSIC,"BANCO SUDAMERIS ARGENTINA, S.A.",,,AR,ARG,ARGENTINA
406654,VISA,CREDIT,CLASSIC,"BANCO SUDAMERIS ARGENTINA, S.A.",,,AR,ARG,ARGENTINA
406663,VISA,DEBIT,CLASSIC,BANCO DE LA PROVINCIA DE BUENOS AIRES,+541143470000,http://www.bapro.com.ar,AR,ARG,ARGENTINA
406997,VISA,CREDIT,SIGNATURE,"BANCO SUPERVIELLE, S.A.",,http://www.supervielle.com.ar,AR,ARG,ARGENTINA
406998,VISA,DEBIT,CLASSIC,"BANCO DE SANTA CRUZ, S.A.",,http://www.bancosantacruz.com.ar,AR,ARG,ARGENTINA
406999,VISA,DEBIT,CLASSIC,"BANCO DE SANTA CRUZ, S.A.",,http://www.bancosantacruz.com.ar,AR,ARG,ARGENTINA
407119,VISA,CREDIT,CORPORATE T&E,BANCO DE LA PROVINCIA DE BUENOS AIRES,+541143470000,http://www.bapro.com.ar,AR,ARG,ARGENTINA
407666,VISA,CREDIT,CORPORATE T&E,"BANCO BBVA ARGENTINA, S.A.",,,AR,ARG,ARGENTINA
407865,VISA,CREDIT,SIGNATURE,BANCO PROVINCIA DE TIERRA DEL FUEGO,+548109997470,http://www.bancotdf.com.ar,AR,ARG,ARGENTINA
407867,VISA,CREDIT,SIGNATURE,,,,AR,ARG,ARGENTINA
408065,VISA,CREDIT,CLASSIC,POMELO FINTECH SERVICES SAS,,,AR,ARG,ARGENTINA
408134,VISA,DEBIT,PREPAID,"VISA ARGENTINA, S.A.",81022228682,http://www.visa.com.ar,AR,ARG,ARGENTINA
408340,VISA,CREDIT,COMMERCIAL AGRICULTURE,BANCO DE LA CIUDAD DE BUENOS AIRES,+548002220400,http://www.bancociudad.com.ar,AR,ARG,ARGENTINA
408515,VISA,DEBIT,CLASSIC,"BANCO COLUMBIA, S.A.",+548002220224,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
408516,VISA,CREDIT,SIGNATURE,"BANCO COLUMBIA, S.A.",+548002220224,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
409230,VISA,DEBIT,PREPAID CLASSIC,NARANJA DIGITAL COMPANIA FINANCIERA S.A.U.,,,AR,ARG,ARGENTINA
409705,VISA,CREDIT,BUSINESS,BANCO PROVINCIA DE TIERRA DEL FUEGO,+548109997470,http://www.bancotdf.com.ar,AR,ARG,ARGENTINA
410007,VISA,CREDIT,,"VISA ARGENTINA, S.A.",81022228682,http://www.visa.com.ar,AR,ARG,ARGENTINA
410016,VISA,CREDIT,BUSINESS,"BANCO MACRO BANSUD, S.A.",,http://www.bansud.com.ar,AR,ARG,ARGENTINA
410082,VISA,DEBIT,CLASSIC,BANCO DE SAN JUAN,+548102227524,http://www.bancosanjuan.com,AR,ARG,ARGENTINA
410083,VISA,DEBIT,CLASSIC,BANCO DE SAN JUAN,+548102227524,http://www.bancosanjuan.com,AR,ARG,ARGENTINA
410084,VISA,CREDIT,SIGNATURE,BANCO CREDICOOP COOPERATIVO LTDO.,54 11 4320,http://www.bancocredicoop.coop,AR,ARG,ARGENTINA
410121,VISA,DEBIT,CLASSIC,"BANCO MACRO, S.A.",,http://www.macro.com.ar,AR,ARG,ARGENTINA
410122,VISA,DEBIT,CLASSIC,"BANCO MACRO, S.A.",,http://www.macro.com.ar,AR,ARG,ARGENTINA
410123,VISA,DEBIT,CLASSIC,"BANCO MACRO, S.A.",,http://www.macro.com.ar,AR,ARG,ARGENTINA
410129,VISA,CREDIT,CORPORATE T&E,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA), S.A.",,,AR,ARG,ARGENTINA
410352,VISA,DEBIT,PREPAID CLASSIC,"GLOBAL PROCESSING, S.A.",,,AR,ARG,ARGENTINA
410378,VISA,CREDIT,CORPORATE T&E,"BANCO SUPERVIELLE, S.A.",,http://www.supervielle.com.ar,AR,ARG,ARGENTINA
410379,VISA,CREDIT,BUSINESS ENHANCED,"BANCO ITAU ARGENTINA, S.A.",+541143788400,http://www.itau.com.ar,AR,ARG,ARGENTINA
410451,VISA,CREDIT,CORPORATE T&E,"BANCO GGAL, S.A.",,,AR,ARG,ARGENTINA
410718,VISA,CREDIT,CLASSIC,"BANCO COMAFI, S.A.",,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
410719,VISA,CREDIT,GOLD,"BANCO SANTANDER RIO, S.A.",+541143411000,http://www.santanderrio.com.ar,AR,ARG,ARGENTINA
410853,VISA,DEBIT,CLASSIC,"BANCO SUPERVIELLE, S.A.",,http://www.supervielle.com.ar,AR,ARG,ARGENTINA
410854,VISA,CREDIT,BUSINESS,"BANCO SUPERVIELLE, S.A.",,http://www.supervielle.com.ar,AR,ARG,ARGENTINA
410856,VISA,CREDIT,CLASSIC,"BANCO SUPERVIELLE, S.A.",,http://www.supervielle.com.ar,AR,ARG,ARGENTINA
410857,VISA,CREDIT,CLASSIC,"BANCO SAN LUIS, S.A.",+548103334959,http://www.supervielle.com.ar,AR,ARG,ARGENTINA
411010,VISA,CREDIT,GOLD,"BANCO PRIVADO DE INVERSIONES, S.A.",+541143187300,,AR,ARG,ARGENTINA
411011,VISA,CREDIT,CLASSIC,"BANCO MACRO, S.A.",+548105552355,http://www.macro.com.ar,AR,ARG,ARGENTINA
411012,VISA,CREDIT,CLASSIC,"BANCO PRIVADO DE INVERSIONES, S.A.",+541143187300,,AR,ARG,ARGENTINA
411014,VISA,CREDIT,BUSINESS,"BANCO MACRO, S.A.",+548105552355,http://www.macro.com.ar,AR,ARG,ARGENTINA
411032,VISA,CREDIT,,BANCO DE GALICIA Y BUENOS AIRES,+541163290000,http://www.bancogalicia.com,AR,ARG,ARGENTINA
411086,VISA,CREDIT,BUSINESS,"BANCO MACRO, S.A.",+548105552355,http://www.macro.com.ar,AR,ARG,ARGENTINA
411087,VISA,CREDIT,GOLD,"BANCO MACRO, S.A.",+548105552355,http://www.macro.com.ar,AR,ARG,ARGENTINA
411197,VISA,DEBIT,STANDARD,BRUBANK,,http://brubank.com,AR,ARG,ARGENTINA
411199,VISA,DEBIT,CLASSIC,,,,AR,ARG,ARGENTINA
411436,VISA,CREDIT,CORPORATE T&E,"BANCO DE GALICIA Y BUENOS AIRES, S.A.",+541163290000,http://www.bancogalicia.com,AR,ARG,ARGENTINA
411614,VISA,CREDIT,GOLD,"BANQUE NATIONALE DE PARIS, S.A.",+541143180318,http://www.bnpparibascardif.com.ar,AR,ARG,ARGENTINA
411763,VISA,CREDIT,CLASSIC,BANCO DE GALICIA Y BUENOS AIRES,+541163290000,http://www.bancogalicia.com,AR,ARG,ARGENTINA
411765,VISA,CREDIT,CLASSIC,BANCO DE GALICIA Y BUENOS AIRES,+541163290000,http://www.bancogalicia.com,AR,ARG,ARGENTINA
411828,VISA,CREDIT,GOLD,BANCO MUNICIPAL DE ROSARIO,+543414256162 / +543414205600,http://www.bmros.com.ar,AR,ARG,ARGENTINA
411849,VISA,DEBIT,CLASSIC,"BANCO DE GALICIA Y BUENOS AIRES, S.A.",+541163290000,http://www.bancogalicia.com,AR,ARG,ARGENTINA
412705,VISA,CREDIT,GOLD,"BANCO PROVINCIA DEL NEUQUEN, S.A.",,,AR,ARG,ARGENTINA
412944,VISA,DEBIT,PREPAID CLASSIC,"BANCO PATAGONIA, S.A.",,http://www.bancopatagonia.com,AR,ARG,ARGENTINA
413180,VISA,DEBIT,PREPAID CLASSIC,POMELO FINTECH SERVICES SAS,,,AR,ARG,ARGENTINA
414427,VISA,CREDIT,CLASSIC,"TARJETA NARANJA, S.A.",,,AR,ARG,ARGENTINA
414470,VISA,CREDIT,CLASSIC,"TARJETA NARANJA, S.A.",,,AR,ARG,ARGENTINA
415292,VISA,CREDIT,CORPORATE T&E,"BANCO SANTANDER RIO, S.A.",,http://www.santanderrio.com.ar,AR,ARG,ARGENTINA
415463,VISA,CREDIT,GOLD,CAJA POPULAR DE AHORROS DE LA PROVINCIA DE TUCUMAN,+548005557678,http://www.cajapopular.gov.ar,AR,ARG,ARGENTINA
415589,VISA,CREDIT,,"VISA ARGENTINA, S.A.",81022228682,http://www.visa.com.ar,AR,ARG,ARGENTINA
416414,VISA,CREDIT,CLASSIC,"NUEVO BANCO DE SANTA FE, S.A.",,http://www.bancobsf.com.ar,AR,ARG,ARGENTINA
416415,VISA,CREDIT,BUSINESS,"NUEVO BANCO DE SANTA FE, S.A.",,http://www.bancobsf.com.ar,AR,ARG,ARGENTINA
416416,VISA,CREDIT,GOLD,"NUEVO BANCO DE SANTA FE, S.A.",,http://www.bancobsf.com.ar,AR,ARG,ARGENTINA
416417,VISA,CREDIT,CLASSIC,"NUEVO BANCO DE SANTA FE, S.A.",,http://www.bancobsf.com.ar,AR,ARG,ARGENTINA
416424,VISA,CREDIT,CLASSIC,"BANCO DEL CHUBUT, S.A.",,,AR,ARG,ARGENTINA
416425,VISA,CREDIT,CLASSIC,"BANCO DEL CHUBUT, S.A.",,,AR,ARG,ARGENTINA
416426,VISA,CREDIT,GOLD,"BANCO DEL CHUBUT, S.A.",,,AR,ARG,ARGENTINA
416427,VISA,CREDIT,BUSINESS,"BANCO DEL CHUBUT, S.A.",,,AR,ARG,ARGENTINA
416431,VISA,CREDIT,CLASSIC,BANCO DE LA NACION ARGENTINA,+548106664444,http://www.bna.com.ar,AR,ARG,ARGENTINA
416498,VISA,CREDIT,PURCHASING,"BANCO GGAL, S.A.",,,AR,ARG,ARGENTINA
416679,VISA,DEBIT,CLASSIC,BANCO DE LA CIUDAD DE BUENOS AIRES,+548002220400,http://www.bancociudad.com.ar,AR,ARG,ARGENTINA
416861,VISA,DEBIT,PREPAID CLASSIC,"BANCO BBVA ARGENTINA, S.A.",,,AR,ARG,ARGENTINA
417309,VISA,DEBIT,BUSINESS,"BANCO DE GALICIA Y BUENOS AIRES, S.A.",+541163290000,http://www.bancogalicia.com,AR,ARG,ARGENTINA
417643,VISA,CREDIT,CLASSIC,CAJA POPULAR DE AHORROS DE LA PROVINCIA DE TUCUMAN,+548005557678,http://www.cajapopular.gov.ar,AR,ARG,ARGENTINA
417756,VISA,DEBIT,BUSINESS,"BANCO ITAU ARGENTINA, S.A.",+541143788400,http://www.itau.com.ar,AR,ARG,ARGENTINA
417856,VISA,DEBIT,PREPAID BUSINESS,"BANCO BBVA ARGENTINA, S.A.",,,AR,ARG,ARGENTINA
417857,VISA,DEBIT,PREPAID CORPORATE T&E,"BANCO BBVA ARGENTINA, S.A.",,,AR,ARG,ARGENTINA
419080,VISA,DEBIT,PREPAID CLASSIC,BANCO DE LA PROVINCIA DE BUENOS AIRES,+541143470000,http://www.bapro.com.ar,AR,ARG,ARGENTINA
419382,VISA,CREDIT,CLASSIC,"BANCO MASVENTAS, S.A.",,,AR,ARG,ARGENTINA
419383,VISA,CREDIT,GOLD,"BANCO MASVENTAS, S.A.",,,AR,ARG,ARGENTINA
419384,VISA,CREDIT,CLASSIC,"BANCO MASVENTAS, S.A.",,,AR,ARG,ARGENTINA
419551,VISA,CREDIT,GOLD,"BANCO COMAFI, S.A.",,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
419739,VISA,CREDIT,CORPORATE T&E,BANCO CREDICOOP COOPERATIVO LTDO.,54 11 4320,http://www.bancocredicoop.coop,AR,ARG,ARGENTINA
420061,VISA,CREDIT,CORPORATE T&E,"BANCO SUPERVIELLE, S.A.",,http://www.supervielle.com.ar,AR,ARG,ARGENTINA
420076,VISA,DEBIT,PREPAID CLASSIC,"BANCO MACRO, S.A.",,http://www.macro.com.ar,AR,ARG,ARGENTINA
420181,VISA,CREDIT,CLASSIC,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA), S.A.",,,AR,ARG,ARGENTINA
420356,VISA,CREDIT,BUSINESS,"BANCO MASVENTAS, S.A.",,,AR,ARG,ARGENTINA
420863,VISA,CREDIT,CORPORATE T&E,"NUEVO BANCO DE SANTA FE, S.A.",,http://www.bancobsf.com.ar,AR,ARG,ARGENTINA
421024,VISA,CREDIT,CLASSIC,"BANCO DE GALICIA Y BUENOS AIRES, S.A.",+541163290000,http://www.bancogalicia.com,AR,ARG,ARGENTINA
421518,VISA,DEBIT,PREPAID CLASSIC,PRISMA MEDIOS DE PAGO S.A.U.,,,AR,ARG,ARGENTINA
421528,VISA,DEBIT,PREPAID CLASSIC,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA), S.A.",,,AR,ARG,ARGENTINA
421541,VISA,DEBIT,PREPAID PURCHASING,"NUEVO BANCO DE SANTA FE, S.A.",,http://www.bancobsf.com.ar,AR,ARG,ARGENTINA
421738,VISA,DEBIT,CLASSIC,"BANCO SANTANDER RIO, S.A.",,http://www.santanderrio.com.ar,AR,ARG,ARGENTINA
421739,VISA,CREDIT,SIGNATURE,"BANCO DE SANTA CRUZ, S.A.",,http://www.bancosantacruz.com.ar,AR,ARG,ARGENTINA
421827,VISA,DEBIT,PREPAID BUSINESS,"CITIBANK, N.A.",,https://www.citi.com,AR,ARG,ARGENTINA
422051,VISA,CREDIT,CLASSIC,"VISA ARGENTINA, S.A.",81022228682,http://www.visa.com.ar,AR,ARG,ARGENTINA
423001,VISA,DEBIT,BUSINESS,BANCO DE LA PROVINCIA DE BUENOS AIRES,+541143470000,http://www.bapro.com.ar,AR,ARG,ARGENTINA
423018,VISA,DEBIT,CLASSIC,,,,AR,ARG,ARGENTINA
423077,VISA,DEBIT,CLASSIC,"BANCO BBVA ARGENTINA, S.A.",,,AR,ARG,ARGENTINA
423090,VISA,DEBIT,PREPAID CLASSIC,"NUEVO BANCO DE ENTRE RIOS, S.A.",,http://www.nuevobersa.com.ar,AR,ARG,ARGENTINA
423139,VISA,CREDIT,CLASSIC,"GLOBAL PROCESSING, S.A.",,,AR,ARG,ARGENTINA
423172,VISA,DEBIT,PREPAID,"NUEVO BANCO DEL CHACO, S.A.",+543624447400,http://www.nbch.com.ar,AR,ARG,ARGENTINA
423215,VISA,CREDIT,,"VISA ARGENTINA, S.A.",81022228682,http://www.visa.com.ar,AR,ARG,ARGENTINA
423269,VISA,DEBIT,GOLD,BANCO DE LA PROVINCIA DE BUENOS AIRES,+541143470000,http://www.bapro.com.ar,AR,ARG,ARGENTINA
423270,VISA,DEBIT,PREPAID CLASSIC,BANCO DE LA PROVINCIA DE BUENOS AIRES,+541143470000,http://www.bapro.com.ar,AR,ARG,ARGENTINA
423426,VISA,CREDIT,CORPORATE T&E,"BANCO MACRO, S.A.",,http://www.macro.com.ar,AR,ARG,ARGENTINA
423465,VISA,DEBIT,CLASSIC,"BANCO COMAFI, S.A.",,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
423468,VISA,CREDIT,CLASSIC,"BANCO COMAFI, S.A.",,http://www.bancocolumbia.com.ar,AR,ARG,ARGENTINA
423469,VISA,CREDIT,CLASSIC,,,,AR,ARG,ARGENTINA
423613,VISA,CREDIT,CLASSIC,PRISMA MEDIOS DE PAGO S.A.U.,,,AR,ARG,ARGENTINA
423623,VISA,DEBIT,ELECTRON,"BANCO DE GALICIA Y BUENOS AIRES, S.A.",+541163290000,http://www.bancogalicia.com,AR,ARG,ARGENTINA
423669,VISA,CREDIT,GOLD,BANCO DE LA CIUDAD DE BUENOS AIRES,+548002220400,http://www.bancociudad.com.ar,AR,ARG,ARGENTINA
423710,VISA,CREDIT,CLASSIC,"HSBC BANK ARGENTINA, S.A.",4329-5000,http://www.hsbc.com.ar,AR,ARG,ARGENTINA
423945,VISA,CREDIT,BUSINESS,CITIBANK,+548104442484,https://www.citi.com.cn,AR,ARG,ARGENTINA
423985,VISA,CREDIT,SIGNATURE,BANCO DE LA NACION ARGENTINA,+548106664444,http://www.bna.com.ar,AR,ARG,ARGENTINA
424924,VISA,DEBIT,PREPAID CLASSIC,BANCO DE LA PROVINCIA DE BUENOS AIRES,+541143470000,http://www.bapro.com.ar,AR,ARG,ARGENTINA
424964,VISA,CREDIT,BUSINESS,"BANCO DE SANTA CRUZ, S.A.",,http://www.bancosantacruz.com.ar,AR,ARG,ARGENTINA
424965,VISA,CREDIT,CLASSIC,BANCO PROVINCIA DE TIERRA DEL FUEGO,+548109997470,http://www.bancotdf.com.ar,AR,ARG,ARGENTINA
424966,VISA,CREDIT,CLASSIC,BANCO PROVINCIA DE TIERRA DEL FUEGO,+548109997470,http://www.bancotdf.com.ar,AR,ARG,ARGENTINA
424967,VISA,CREDIT,GOLD,BANCO PROVINCIA DE TIERRA DEL FUEGO,+548109997470,http://www.bancotdf.com.ar,AR,ARG,ARGENTINA
424968,VISA,DEBIT,PREPAID CLASSIC,BANCO PROVINCIA DE TIERRA DEL FUEGO,+548109997470,http://www.bancotdf.com.ar,AR,ARG,ARGENTINA
424969,VISA,DEBIT,PREPAID,BANCO PROVINCIA DE TIERRA DEL FUEGO,+548109997470,http://www.bancotdf.com.ar,AR,ARG,ARGENTINA
424989,VISA,CREDIT,CORPORATE T&E,"BANCO DE SANTA CRUZ, S.A.",,http://www.bancosantacruz.com.ar,AR,ARG,ARGENTINA
425671,VISA,DEBIT,CLASSIC,BANCO DE LA PROVINCIA DE BUENOS AIRES,+541143470000,http://www.bapro.com.ar,AR,ARG,ARGENTINA
425821,VISA,CREDIT,PLATINUM,"BANCO GGAL, S.A.",,,AR,ARG,ARGENTINA
425822,VISA,CREDIT,PLATINUM,"BANCO GGAL, S.A.",,,AR,ARG,ARGENTINA
426618,VISA,DEBIT,PREPAID CLASSIC,"COMPA IA FINANCIERA ARGENTINA, S.A.",,,AR,ARG,ARGENTINA
426898,VISA,CREDIT,PLATINUM,"VISA ARGENTINA, S.A.",81022228682,http://www.visa.com.ar,AR,ARG,ARGENTINA
426899,VISA,CREDIT,CLASSIC,BANCO FINANSUR S.A. **(OFFBOARDING)**,,,AR,ARG,ARGENTINA
426900,VISA,CREDIT,GOLD,"VISA ARGENTINA, S.A.",81022228682,http://www.visa.com.ar,AR,ARG,ARGENTINA
427156,VISA,DEBIT,CLASSIC,"NUEVO BANCO DE ENTRE RIOS, S.A.",,http://www.nuevobersa.com.ar,AR,ARG,ARGENTINA
427157,VISA,DEBIT,CLASSIC,BANCO DE SAN JUAN,+548102227524,http://www.bancosanjuan.com,AR,ARG,ARGENTINA
427835,VISA,DEBIT,PREPAID CLASSIC,PRISMA MEDIOS DE PAGO S.A.U.,,,AR,ARG,ARGENTINA
427836,VISA,DEBIT,PREPAID CLASSIC,"GLOBAL PROCESSING, S.A.",,,AR,ARG,ARGENTINA
427979,VISA,CREDIT,PLATINUM,"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ARGENTINA), S.A.",,,AR,ARG,ARGENTINA
428062,VISA,DEBIT,CLASSIC,"VISA ARGENTINA, S.A.",81022228682,http://www.visa.com.ar,AR,ARG,ARGENTINA
428063,VISA,DEBIT,CLASSIC,"VISA ARGENTINA, S.A.",81022228682,http://www.visa.com.ar,AR,ARG,ARGENTINA
428064,VISA,DEBIT,CLASSIC,"VISA ARGENTINA, S.A.",81022228682,http://www.visa.com.ar,AR,ARG,ARGENTINA
428977,VISA,CREDIT,PURCHASING,"SCOTIABANK QUILMES, S.A.",,,AR,ARG,ARGENTINA
